census_year,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_description,number_of_seats,longitude,latitude,location
2022,CGU Tower 181 William Street MELBOURNE VIC 3000,Melbourne (CBD),Abacus CBD,"Tenancy 1, Foyer 181 William Street MELBOURNE VIC 3000",Cafes and Restaurants,20,144.957392,-37.81531894,"-37.815318936249994, 144.9573920138448"
2022,CGU Tower 181 William Street MELBOURNE VIC 3000,Melbourne (CBD),Little Cupcakes,"Tenancy 6, Ground 181 William Street MELBOURNE VIC 3000",Takeaway Food Services,10,144.957392,-37.81531894,"-37.815318936249994, 144.9573920138448"
2022,516-526 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bluestones 520 Cafe,"Unit 3, Ground 520 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,16,144.9583893,-37.81527042,"-37.81527042376558, 144.9583892682"
2022,Equity Chambers 472-478 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Hilton Melbourne Little Queen Street,18 Little Queen Street MELBOURNE VIC 3000,Accommodation,200,144.9595997,-37.8148604,"-37.81486039782858, 144.9595996598"
2022,459-475 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Alibi Urban Gastropub,"Shop 1, Ground 471 Little Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,80,144.9590415,-37.81458927,"-37.81458926896688, 144.95904148935"
2022,175-183 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Kenny's Bakery Cafe,Part Ground 179 Queen Street MELBOURNE VIC 3000,Cafes and Restaurants,30,144.9600036,-37.81451892,"-37.814518916050005, 144.96000356459825"
2022,408-412 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Corner & Bench,408 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,40,144.9614819,-37.81440085,"-37.81440085408701, 144.96148187519998"
2022,408-412 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Corner & Bench,408 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,32,144.9614819,-37.81440085,"-37.81440085408701, 144.96148187519998"
2022,392-406 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),McDonald's Bourke St West,Ground 392-406 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,120,144.9617382,-37.81422024,"-37.81422024016241, 144.96173824055"
2022,392-406 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Cupcake Queens,32 Hardware Lane MELBOURNE VIC 3000,Cafes and Restaurants,8,144.9617382,-37.81422024,"-37.81422024016241, 144.96173824055"
2022,187-193 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Subway,Part Ground 187-193 Elizabeth Street MELBOURNE VIC 3000,Takeaway Food Services,8,144.9627083,-37.81388773,"-37.81388772525, 144.9627082819642"
2022,209-213 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Captains Of Industry,Part Level 1 209-213 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,45,144.9625479,-37.81354026,"-37.8135402584, 144.96254790810377"
2022,13-15 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Rice Paper Scissors,Ground 13-15 Hardware Lane MELBOURNE VIC 3000,Cafes and Restaurants,32,144.9614053,-37.81429069,"-37.8142906906, 144.9614052560852"
2022,27-31 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Lulu's Char Koay Teow,Ground 31 Hardware Lane MELBOURNE VIC 3000,Cafes and Restaurants,20,144.9612666,-37.81398767,"-37.8139876713, 144.96126662871546"
2022,365-367 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Osteria Ilaria,367 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,75,144.9619819,-37.81377071,"-37.81377070598203, 144.96198188965002"
2022,383-385 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bincho Boss,383-385 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,60,144.9614628,-37.81377467,"-37.81377466666392, 144.96146278664995"
2022,393-397 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Triim,"Shop 3, 35 Hardware Lane MELBOURNE VIC 3000",Cafes and Restaurants,40,144.9612043,-37.81385117,"-37.813851166194965, 144.96120434485"
2022,8-14 Rankins Lane MELBOURNE VIC 3000,Melbourne (CBD),Manchester Press,Ground 8 Rankins Lane MELBOURNE VIC 3000,Cafes and Restaurants,63,144.9621275,-37.81387426,"-37.81387425748112, 144.9621274884"
2022,19 Somerset Place MELBOURNE VIC 3000,Melbourne (CBD),Cartel Roasters Melbourne,Ground 19 Somerset Place MELBOURNE VIC 3000,Cafes and Restaurants,34,144.9623867,-37.81379757,"-37.81379757075, 144.9623867005889"
2022,15-19 Warburton Lane MELBOURNE VIC 3000,Melbourne (CBD),Murmur Kitchen,Ground 15-19 Warburton Lane MELBOURNE VIC 3000,Cafes and Restaurants,45,144.9618461,-37.81381262,"-37.81381261652099, 144.9618461375"
2022,191-205 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Soul Cafe,"Shop 8, 195 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,42,144.9650108,-37.8130993,"-37.8130993046, 144.96501083586128"
2022,207-209 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Sam Sam,Ground 209 Swanston Street MELBOURNE VIC 3000,Cafes and Restaurants,90,144.965038,-37.81289714,"-37.81289713955, 144.96503803235697"
2022,246-260 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Red Duck Cafe,"Shop 13, 246 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,42,144.9658492,-37.8129313,"-37.81293129925022, 144.96584922975"
2022,Kmart Centre 222-244 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Gloria Jean's Coffees,"Shop 7-8, 236 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,8,144.9662781,-37.8127357,"-37.81273569890341, 144.96627814229998"
2022,Kmart Centre 222-244 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Jom corner,"Shop 5, 236 Bourke Street MELBOURNE VIC 3000",Takeaway Food Services,10,144.9662781,-37.8127357,"-37.81273569890341, 144.96627814229998"
2022,206-218 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Fishpot,"Shop 9-9A, 206 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,93,144.9668712,-37.81267381,"-37.81267380947152, 144.96687115185"
2022,206-218 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),BlackBall at China Town,"Shop 8, 206 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,10,144.9668712,-37.81267381,"-37.81267380947152, 144.96687115185"
2022,202-204 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Panda BBQ,Level 2 202-204 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,140,144.967176,-37.81265437,"-37.81265436754893, 144.96717598885"
2022,194-200 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Tiger Tea,"Shop 21, 194-200 Bourke Street MELBOURNE VIC 3000",Takeaway Food Services,9,144.967269,-37.81241904,"-37.812419039991525, 144.9672689638"
2022,194-200 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Two Peck Crispy Chicken,"Shop 18, 194-200 Bourke Street MELBOURNE VIC 3000",Takeaway Food Services,5,144.967269,-37.81241904,"-37.812419039991525, 144.9672689638"
2022,194-200 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Nong Tang Noodle House,"Shop 16-17, 194-200 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,40,144.967269,-37.81241904,"-37.812419039991525, 144.9672689638"
2022,194-200 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Hunan Kitchen,"Shop 3-5, 194 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,50,144.967269,-37.81241904,"-37.812419039991525, 144.9672689638"
2022,189-191 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Westlake Restaurant,189-191 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,200,144.9669549,-37.81219395,"-37.81219395357081, 144.96695486235"
2022,171-173 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Nam Loong Seafood Restaurant,171-173 Russell Street MELBOURNE VIC 3000,Cafes and Restaurants,64,144.9675898,-37.8123811,"-37.81238109895, 144.96758976338717"
2022,181-183 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Musashi Ramen Restaurant,181-183 Russell Street MELBOURNE VIC 3000,Cafes and Restaurants,80,144.9675118,-37.81222175,"-37.8122217538, 144.96751180126012"
2022,210 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Instea,210 Swanston Street MELBOURNE VIC 3000,Cafes and Restaurants,20,144.9656312,-37.81282319,"-37.8128231912, 144.96563121535868"
2022,152-158 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ginza Teppanyaki Japanese Restaurant,Ground 139 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,200,144.9685177,-37.81195836,"-37.81195835501776, 144.9685177241"
2022,140 East 134-144 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Red Emperor In Chinatown,131 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,300,144.9688386,-37.81203485,"-37.81203485275635, 144.9688385527"
2022,140 East 134-144 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Virgin Active Health Club,138 Bourke Street MELBOURNE VIC 3000,Health and Fitness Centres and Gymnasia Operation,32,144.9688386,-37.81203485,"-37.81203485275635, 144.9688385527"
2022,140 East 134-144 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Yu Long Fu,136 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,80,144.9688386,-37.81203485,"-37.81203485275635, 144.9688385527"
2022,124-128 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Welcome Stranger,Ground 124-128 Bourke Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",60,144.9692644,-37.81206977,"-37.81206977061173, 144.9692644013"
2022,The Paramount 100-116 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Chine On Paramount / Chine Express,"Shop 9-10, LwrGround 100-116 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,100,144.9697609,-37.8117268,"-37.81172679558099, 144.96976088474997"
2022,The Paramount 100-116 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),D MARCOS ESPRESSO BAR,"Shop 11, LwrGround 108 Bourke Street MELBOURNE VIC 3000",Takeaway Food Services,10,144.9697609,-37.8117268,"-37.81172679558099, 144.96976088474997"
2022,173-175 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Happy Lamb Hot Pot,173-175 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,100,144.9700492,-37.81158763,"-37.8115876282, 144.97004915177655"
2022,189-195 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Bar Clara,"Shop 5, 83-89 Little Bourke Street MELBOURNE VIC 3000","Pubs, Taverns and Bars",32,144.9699124,-37.81128979,"-37.81128978625, 144.9699123893894"
2022,107 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bangkok Jam,107 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,60,144.9692731,-37.81147787,"-37.81147787215507, 144.96927312885"
2022,115-117 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Momo / Gyoza Gyoza,Gnd & Mezz 115-117 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,3,144.9690101,-37.81158838,"-37.8115883828179, 144.9690100679"
2022,23-27 Market Lane MELBOURNE VIC 3000,Melbourne (CBD),Shoya Japanese Restaurant,23-27 Market Lane MELBOURNE VIC 3000,Cafes and Restaurants,125,144.9691145,-37.81173922,"-37.81173922235, 144.96911450037936"
2022,18-24 Market Lane MELBOURNE VIC 3000,Melbourne (CBD),Hofbrauhaus Restaurant,Ground 18 Market Lane MELBOURNE VIC 3000,Cafes and Restaurants,73,144.969403,-37.81175109,"-37.8117510903, 144.96940300382883"
2022,168 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Hakata Gensuke,168 Russell Street MELBOURNE VIC 3000,Cafes and Restaurants,30,144.9681897,-37.81227319,"-37.81227319325, 144.96818973803624"
2022,72-74 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bottega Restaurant,72-74 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,130,144.9710071,-37.81168097,"-37.81168096960296, 144.97100706409998"
2022,72-74 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bottega Restaurant,72-74 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,22,144.9710071,-37.81168097,"-37.81168096960296, 144.97100706409998"
2022,66 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Pellegrini's Espresso Bar,66 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,13,144.971163,-37.81164792,"-37.81164792007088, 144.9711629835"
2022,32-38 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Takumi Japanese Restaurant,"Shop 2, Ground 32 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,50,144.9719781,-37.81136085,"-37.81136084732718, 144.97197812345"
2022,10 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Recoleta,Level 1 10 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,32,144.9725555,-37.81123569,"-37.81123568691042, 144.97255546425"
2022,10 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Butchers Diner And Spring Street Events,Ground 10 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,20,144.9725555,-37.81123569,"-37.81123568691042, 144.97255546425"
2022,The Imperial Hotel 2-8 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Imperial Hotel,The Imperial Hotel 2-8 Bourke Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",68,144.9726756,-37.81120077,"-37.81120076789737, 144.9726756216"
2022,11-25 Crossley Street MELBOURNE VIC 3000,Melbourne (CBD),Becco,Ground 11-25 Crossley Street MELBOURNE VIC 3000,Cafes and Restaurants,16,144.9710138,-37.81143031,"-37.81143031179083, 144.97101379370002"
2022,27-29 Crossley Street MELBOURNE VIC 3000,Melbourne (CBD),Gingerboy,27-29 Crossley Street MELBOURNE VIC 3000,Cafes and Restaurants,100,144.9709318,-37.81125196,"-37.81125195675, 144.97093178592598"
2022,16-22 Liverpool Street MELBOURNE VIC 3000,Melbourne (CBD),Ruyi Modern Chinese,"Shop 1, Ground 16 Liverpool Street MELBOURNE VIC 3000",Cafes and Restaurants,50,144.971543,-37.81105968,"-37.81105967715, 144.97154296349532"
2022,37-41 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Juliet Melbourne,Basement 37-41 Little Bourke Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",50,144.9715059,-37.81083601,"-37.810836007199995, 144.97150588717997"
2022,43 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Punch Lane Wine Bar Restaurant,"Unit 6, 43 Little Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,14,144.9713631,-37.81092017,"-37.81092016920242, 144.97136312380002"
2022,43 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Punch Lane Wine Bar Restaurant,"Unit 6, 43 Little Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,45,144.9713631,-37.81092017,"-37.81092016920242, 144.97136312380002"
2022,47-55 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Crossley St Cantina,30-32 Crossley Street MELBOURNE VIC 3000,Cafes and Restaurants,90,144.9711096,-37.81102403,"-37.81102403390212, 144.9711096464"
2022,161 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),The European,Ground 161 Spring Street MELBOURNE VIC 3000,Cafes and Restaurants,18,144.9724297,-37.81095112,"-37.81095112345, 144.97242969410638"
2022,161 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Siglo Bar,Level 2 161 Spring Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",80,144.9724297,-37.81095112,"-37.81095112345, 144.97242969410638"
2022,14 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Red Pepper Indian Restaurant,14 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,16,144.9724607,-37.81126191,"-37.81126191189722, 144.9724606977"
2022,217-219 King Street MELBOURNE VIC 3000,Melbourne (CBD),Kebab Society,217 King Street MELBOURNE VIC 3000,Takeaway Food Services,6,144.9548589,-37.81514957,"-37.815149569400006, 144.95485890994968"
2022,217-219 King Street MELBOURNE VIC 3000,Melbourne (CBD),Kebab Society,217 King Street MELBOURNE VIC 3000,Takeaway Food Services,2,144.9548589,-37.81514957,"-37.815149569400006, 144.95485890994968"
2022,1-19 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),Glory Cakes,19 Rose Lane MELBOURNE VIC 3000,Bakery Product Manufacturing (Non-factory based),14,144.953608,-37.81541879,"-37.81541879235, 144.9536079679469"
2022,21-39 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),My Goodness Pizzas And Burgers,637 Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,131,144.953608,-37.81541879,"-37.81541879235, 144.9536079679469"
2022,594-600 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Melbourne Hotel CBD,Level 1-10 600 Little Bourke Street MELBOURNE VIC 3000,Accommodation,38,144.9545714,-37.81537495,"-37.815374951728515, 144.95457140169998"
2022,Owen Dixon Chambers West 525-539 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Dominos,525 Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,98,144.9566481,-37.81427997,"-37.81427997455, 144.9566481269863"
2022,541-557 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sud Food & Wine,"Shop 1, Ground 555 Lonsdale Street MELBOURNE VIC 3000",Cafes and Restaurants,48,144.9562134,-37.81439347,"-37.81439346805, 144.9562134134623"
2022,548-558 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Scugnizzo Ristorante,Ground 558 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,85,144.9559415,-37.81492124,"-37.814921240455575, 144.95594150995"
2022,189-203 William Street MELBOURNE VIC 3000,Melbourne (CBD),Schmucks Bagels,"Shop 5, LwrGround 518 Little Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,18,144.9570652,-37.8146458,"-37.814645799900006, 144.9570651507153"
2022,428-432 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Denmark House,"Suite 301, Level 3 428 Little Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,45,144.9597266,-37.81392426,"-37.813924256243226, 144.95972661730002"
2022,207-213 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Sool Tong,207 Queen Street MELBOURNE VIC 3000,Cafes and Restaurants,35,144.9599066,-37.81386712,"-37.81386712285, 144.95990660335167"
2022,221-231 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Queensmith Baretto,"Shop 4, Ground 221 Queen Street MELBOURNE VIC 3000",Cafes and Restaurants,30,144.9597518,-37.81355872,"-37.81355872490104, 144.9597518208"
2022,221-231 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),French Fix,"Shop 3, Ground 221 Queen Street MELBOURNE VIC 3000",Cafes and Restaurants,4,144.9597518,-37.81355872,"-37.81355872490104, 144.9597518208"
2022,255 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Xinjiang Lamian Restaurant,255 Elizabeth Street MELBOURNE VIC 3000,Other Specialised Food Retailing,20,144.9621657,-37.81274304,"-37.8127430369, 144.96216566199485"
2022,10-12 Goldie Place MELBOURNE VIC 3000,Melbourne (CBD),Rare Steakhouse Midtown,10-12 Goldie Place MELBOURNE VIC 3000,Cafes and Restaurants,105,144.9607766,-37.81338546,"-37.81338546475, 144.96077657825083"
2022,68-78 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Popo Feng,78 Hardware Lane MELBOURNE VIC 3000,Cafes and Restaurants,24,144.9611062,-37.8130703,"-37.8130703004677, 144.9611061979"
2022,64-66 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Grill Steak Seafood,Ground 66 Hardware Lane MELBOURNE VIC 3000,Cafes and Restaurants,190,144.9611691,-37.8131818,"-37.81318179835, 144.96116909357312"
2022,60 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Funghi e Tartufo,Gnd & Bmt 60 Hardware Lane MELBOURNE VIC 3000,Cafes and Restaurants,16,144.961215,-37.81328957,"-37.81328957345, 144.96121501540094"
2022,54-58 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Max On Hardware,Ground 54-58 Hardware Lane MELBOURNE VIC 3000,Cafes and Restaurants,58,144.9612622,-37.81339479,"-37.8133947948, 144.96126215167345"
2022,377-381 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Crust Gourmet Pizza Bar Melbourne,38 Niagara Lane MELBOURNE VIC 3000,Cafes and Restaurants,24,144.9614545,-37.81287947,"-37.8128794732693, 144.96145448655"
2022,399-413 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Claypots Barbarossa,"Tenancy 1, 79 Hardware Lane MELBOURNE VIC 3000",Cafes and Restaurants,40,144.9606878,-37.81304714,"-37.81304714185001, 144.96068779771414"
2022,399-413 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Hawker Boys,"Tenancy 2, 85 Hardware Lane MELBOURNE VIC 3000",Cafes and Restaurants,16,144.9606878,-37.81304714,"-37.81304714185001, 144.96068779771414"
2022,386-392 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Delicious world,390 Little Bourke Street MELBOURNE VIC 3000,Takeaway Food Services,18,144.9610735,-37.81359817,"-37.81359816915, 144.96107345554"
2022,380-384 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Blok M Express,380 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,50,144.9613281,-37.81354352,"-37.8135435217, 144.96132807458443"
2022,380-384 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Kirk's Public Bar,382 Little Bourke Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",48,144.9613281,-37.81354352,"-37.8135435217, 144.96132807458443"
